customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUS00203,Male,1,Yes,No,20,No,No phone service,Fiber optic,Yes,Yes,No,Two year,No,Bank transfer (automatic),19.21,382.79,No
CUS00204,Male,0,No,Yes,39,Yes,No,DSL,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),109.65,4276.02,No
CUS00205,Female,0,No,No,41,Yes,No,Fiber optic,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.16,4235.55,Yes
CUS00206,Male,0,No,Yes,71,Yes,No,Fiber optic,Yes,Yes,No,One year,No,Bank transfer (automatic),30.42,2163.06,No
CUS00207,Female,0,No,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),91.69,4114.29,No
CUS00208,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,Yes,Two year,No,Bank transfer (automatic),55.41,3990.56,Yes
CUS00209,Female,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),65.98,2645.13,No
CUS00210,Male,0,Yes,No,3,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Bank transfer (automatic),24.86,67.76,Yes
CUS00211,Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,One year,No,Electronic check,39.26,515.27,Yes
CUS00212,Male,1,No,Yes,13,Yes,No,DSL,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,113.36,1465.33,No
CUS00213,Male,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,One year,No,Bank transfer (automatic),59.8,3108.53,Yes
CUS00214,Male,0,Yes,No,28,Yes,No,Fiber optic,Yes,Yes,Yes,One year,No,Electronic check,20.6,579.51,No
CUS00215,Male,0,No,Yes,22,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.51,1527.95,Yes
CUS00216,Male,1,Yes,No,30,Yes,No,DSL,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),117.47,3529.99,Yes
CUS00217,Female,0,Yes,Yes,70,Yes,Yes,DSL,No,Yes,No,One year,No,Credit card (automatic),51.28,3582.53,No
CUS00218,Male,0,No,Yes,60,Yes,No,Fiber optic,No,Yes,No,Two year,No,Mailed check,32.12,1931.28,No
CUS00219,Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Electronic check,82.36,1812.18,No
CUS00220,Male,0,Yes,No,7,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Mailed check,109.98,765.6,Yes
CUS00221,Male,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),103.91,1560.84,No
CUS00222,Male,1,Yes,Yes,25,No,No phone service,DSL,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.7,2092.15,No
CUS00223,Female,0,No,Yes,28,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Bank transfer (automatic),36.41,1026.88,Yes
CUS00224,Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),96.44,485.12,No
CUS00225,Female,1,Yes,Yes,36,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),100.32,3613.58,No
CUS00226,Female,0,No,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),102.95,3291.04,No
CUS00227,Male,0,No,No,45,Yes,No,DSL,Yes,No,Yes,Two year,Yes,Electronic check,58.39,2628.28,No
CUS00228,Female,1,Yes,No,60,No,No phone service,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),58.89,3530.52,Yes
CUS00229,Male,0,No,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,33.52,1340.49,Yes
CUS00230,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,Two year,Yes,Electronic check,95.27,1625.82,No
CUS00231,Female,0,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,91.72,1374.37,Yes
CUS00232,Female,0,Yes,Yes,50,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Mailed check,27.97,1391.27,No
CUS00233,Female,0,Yes,No,36,No,No phone service,Fiber optic,No,Yes,No,Month-to-month,Yes,Mailed check,20.01,722.83,No
CUS00234,Female,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,113.17,1475.14,No
CUS00235,Female,0,Yes,Yes,67,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.73,1329.85,No
CUS00236,Female,1,Yes,Yes,29,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Mailed check,80.86,2349.26,Yes
CUS00237,Female,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,63.36,3736.88,No
CUS00238,Female,1,No,No,52,Yes,No,Fiber optic,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),95.74,4979.78,No
CUS00239,Male,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,No,One year,Yes,Bank transfer (automatic),26.77,938.9,No
CUS00240,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,One year,Yes,Credit card (automatic),86.24,2503.13,No
CUS00241,Female,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,79.49,4995.5,No
CUS00242,Male,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,103.36,1340.81,No
CUS00243,Female,0,No,Yes,22,Yes,Yes,Fiber optic,Yes,No,No,Two year,Yes,Bank transfer (automatic),69.85,1539.09,No
CUS00244,Male,1,No,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,90.83,4274.51,No
CUS00245,Male,0,No,Yes,27,Yes,Yes,Fiber optic,No,No,Yes,Two year,Yes,Bank transfer (automatic),61.76,1664.35,No
CUS00246,Female,0,Yes,Yes,6,Yes,Yes,DSL,No,Yes,Yes,Two year,No,Bank transfer (automatic),116.4,696.33,No
CUS00247,Male,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,73.94,3030.35,No
CUS00248,Male,0,No,Yes,9,Yes,Yes,DSL,No,Yes,Yes,Two year,Yes,Electronic check,93.35,839.48,No
CUS00249,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.29,1832.7,No
CUS00250,Male,0,No,No,43,No,No phone service,Fiber optic,No,Yes,No,Two year,Yes,Electronic check,64.28,2760.35,No
CUS00251,Female,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,One year,No,Electronic check,24.44,297.6,No
CUS00252,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Mailed check,30.17,972.53,No
CUS00253,Female,0,No,No,31,Yes,No,Fiber optic,Yes,No,No,One year,Yes,Mailed check,68.61,2124.94,No
CUS00254,Male,0,No,No,47,No,No phone service,Fiber optic,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),53.23,2499.66,No
CUS00255,Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),63.98,256.71,No
CUS00256,Male,1,No,Yes,60,Yes,No,DSL,No,No,Yes,One year,Yes,Credit card (automatic),67.61,4053.67,No
CUS00257,Male,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),33.98,67.52,No
CUS00258,Female,0,No,No,23,Yes,No,Fiber optic,No,No,No,One year,Yes,Bank transfer (automatic),54.58,1247.99,No
CUS00259,Female,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,104.06,3438.26,Yes
CUS00260,Male,0,Yes,Yes,41,Yes,No,DSL,No,No,Yes,One year,No,Bank transfer (automatic),103.66,4258.38,No
CUS00261,Male,1,Yes,Yes,19,Yes,Yes,DSL,No,No,No,Month-to-month,No,Bank transfer (automatic),67.06,1270.77,No
CUS00262,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,92.91,3708.17,Yes
CUS00263,Male,0,No,Yes,19,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.36,1778.44,Yes
CUS00264,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.41,109.96,No
CUS00265,Male,0,No,Yes,56,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),79.09,4425.7,Yes
CUS00266,Female,0,No,No,41,Yes,Yes,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,98.45,4035.84,Yes
CUS00267,Female,0,Yes,Yes,24,Yes,No,DSL,No,No,No,Month-to-month,Yes,Mailed check,77.4,1851.5,No
CUS00268,Female,0,No,No,40,Yes,No,DSL,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.16,2888.81,No
CUS00269,Male,0,No,Yes,40,Yes,No,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),71.12,2838.48,No
CUS00270,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card (automatic),68.79,131.66,No
CUS00271,Female,1,No,No,42,Yes,Yes,Fiber optic,Yes,No,No,Two year,Yes,Electronic check,95.83,4018.87,No
CUS00272,Female,0,No,No,45,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Mailed check,82.24,3701.62,No
CUS00273,Female,0,No,No,56,Yes,No,DSL,No,Yes,No,Two year,Yes,Electronic check,39.55,2205.73,No
CUS00274,Female,0,No,No,50,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,61.33,3076.94,No
CUS00275,Male,1,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,One year,Yes,Bank transfer (automatic),70.86,281.56,Yes
CUS00276,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,No,Credit card (automatic),59.9,4302.22,No
CUS00277,Male,1,Yes,No,14,Yes,No,Fiber optic,No,Yes,No,One year,Yes,Credit card (automatic),41.76,579.34,No
CUS00278,Female,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.47,1160.85,No
CUS00279,Male,0,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),29.73,2058.11,No
CUS00280,Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,Yes,Electronic check,47.63,1763.13,Yes
CUS00281,Female,0,No,No,38,No,No phone service,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.27,2214.69,No
CUS00282,Female,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,86.29,4393.14,No
CUS00283,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Bank transfer (automatic),116.49,240.42,Yes
CUS00284,Male,0,Yes,No,28,Yes,No,DSL,Yes,No,No,Month-to-month,Yes,Electronic check,107.74,3019.5,No
CUS00285,Female,0,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,One year,Yes,Credit card (automatic),99.37,2982.71,No
CUS00286,Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),99.37,6459.13,No
CUS00287,Male,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,77.61,3417.5,No
CUS00288,Male,0,Yes,No,72,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Credit card (automatic),43.28,3112.16,No
CUS00289,Male,0,No,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,65.19,1373.69,Yes
CUS00290,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Electronic check,32.26,294.36,No
CUS00291,Male,0,No,No,20,Yes,Yes,DSL,Yes,No,No,Two year,Yes,Mailed check,74.64,1492.31,No
CUS00292,Male,1,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.3,323.44,No
CUS00293,Male,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,36.95,2427.91,No
CUS00294,Female,0,Yes,Yes,6,Yes,Yes,DSL,Yes,No,No,Month-to-month,Yes,Credit card (automatic),89.23,526.72,Yes
CUS00295,Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Mailed check,45.69,1601.88,No
CUS00296,Female,1,No,No,66,Yes,No,DSL,No,No,Yes,Month-to-month,Yes,Mailed check,60.0,3964.52,Yes
CUS00297,Female,0,No,Yes,29,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,101.21,2940.44,Yes
CUS00298,Male,0,No,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.46,1565.46,No
CUS00299,Male,1,Yes,No,28,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Bank transfer (automatic),20.27,579.03,Yes
CUS00300,Female,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,One year,Yes,Bank transfer (automatic),40.9,2908.9,No
CUS00301,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,86.44,2763.21,No
CUS00302,Male,0,No,No,58,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.61,2414.2,No
CUS00303,Male,0,No,No,19,Yes,No,DSL,Yes,Yes,Yes,Month-to-month,No,Mailed check,104.37,1974.54,Yes
CUS00304,Female,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),53.18,1485.96,No
CUS00305,Female,0,Yes,Yes,52,No,No phone service,DSL,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),46.35,2412.89,No
CUS00306,Male,0,No,No,0,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),41.29,,Yes
CUS00307,Female,1,No,Yes,33,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Mailed check,75.4,2496.92,Yes
CUS00308,Female,0,Yes,No,43,No,No phone service,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.63,4448.69,No
CUS00309,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,58.61,761.34,No
CUS00310,Female,0,No,No,36,Yes,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,43.25,1551.32,No
CUS00311,Female,0,No,No,34,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.09,2050.74,Yes
CUS00312,Male,0,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),108.48,6293.17,No
CUS00313,Female,0,No,No,23,Yes,No,DSL,Yes,No,Yes,Two year,Yes,Mailed check,51.45,1183.39,No
CUS00314,Male,0,Yes,Yes,64,Yes,No,DSL,No,Yes,Yes,Two year,No,Bank transfer (automatic),83.57,5347.81,No
CUS00315,Male,0,No,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),50.97,250.46,No
CUS00316,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,Yes,One year,Yes,Credit card (automatic),85.48,5733.15,No
CUS00317,Male,0,No,Yes,37,Yes,No,Fiber optic,No,No,No,Two year,No,Credit card (automatic),106.1,3926.55,No
CUS00318,Male,0,No,No,0,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),77.86,,No
CUS00319,Male,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),112.74,4512.51,No
CUS00320,Female,0,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),78.15,2340.19,No
CUS00321,Female,1,No,Yes,35,Yes,No,DSL,Yes,Yes,No,One year,Yes,Credit card (automatic),115.49,4052.13,Yes
CUS00322,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Two year,Yes,Mailed check,90.37,6514.49,No
CUS00323,Female,0,Yes,No,53,Yes,No,DSL,No,Yes,Yes,Month-to-month,No,Electronic check,83.28,4413.66,No
CUS00324,Female,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),100.98,3027.89,No
CUS00325,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,19.11,538.28,No
CUS00326,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),43.72,93.04,Yes
CUS00327,Male,1,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),39.61,2266.52,No
CUS00328,Male,1,Yes,Yes,60,Yes,Yes,Fiber optic,No,No,Yes,Two year,No,Mailed check,29.09,1748.62,No
CUS00329,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,111.78,559.58,No
CUS00330,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,No,Month-to-month,No,Mailed check,31.1,591.59,No
CUS00331,Male,0,Yes,No,60,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.28,2647.4,No
CUS00332,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,No,One year,Yes,Electronic check,51.52,2316.25,Yes
CUS00333,Female,0,No,No,12,Yes,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,80.46,967.33,Yes
CUS00334,Male,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,No,Month-to-month,No,Mailed check,94.75,2073.21,No
CUS00335,Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Credit card (automatic),78.47,2355.0,Yes
CUS00336,Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,One year,No,Credit card (automatic),92.9,274.64,No
CUS00337,Male,0,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),58.21,3791.54,No
CUS00338,Male,1,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card (automatic),117.58,1762.28,No
CUS00339,Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.01,1048.98,No
CUS00340,Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,Yes,Yes,One year,Yes,Electronic check,57.98,2724.37,No
CUS00341,Male,0,Yes,No,42,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.22,4251.22,No
CUS00342,Female,1,Yes,Yes,3,Yes,Yes,DSL,No,No,No,Two year,Yes,Bank transfer (automatic),42.68,132.0,No
CUS00343,Male,1,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,93.08,5676.16,No
CUS00344,Female,0,No,Yes,47,Yes,No,DSL,Yes,Yes,No,Two year,Yes,Electronic check,54.43,2558.33,No
CUS00345,Male,0,No,No,27,Yes,Yes,DSL,No,No,No,Month-to-month,No,Electronic check,35.76,969.51,No
CUS00346,Male,0,Yes,No,15,Yes,No,DSL,No,Yes,No,One year,Yes,Bank transfer (automatic),58.33,874.99,No
CUS00347,Male,0,No,Yes,68,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Bank transfer (automatic),96.48,6563.92,No
CUS00348,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,No,Electronic check,29.2,844.57,No
CUS00349,Female,0,Yes,No,64,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),69.61,4456.8,No
CUS00350,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),92.14,6272.06,Yes
CUS00351,Female,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,No,Mailed check,93.16,1214.09,No
CUS00352,Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),56.96,1870.32,No
CUS00353,Male,1,Yes,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,64.64,3557.98,No
CUS00354,Female,0,No,No,28,Yes,No,Fiber optic,No,Yes,No,Two year,No,Bank transfer (automatic),103.68,2897.27,No
CUS00355,Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,38.84,927.54,No
CUS00356,Male,0,No,No,65,Yes,Yes,DSL,Yes,No,No,Month-to-month,No,Credit card (automatic),117.26,7624.36,No
CUS00357,Female,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),59.92,2332.03,No
CUS00358,Female,0,No,No,14,No,No phone service,Fiber optic,No,No,Yes,Two year,Yes,Bank transfer (automatic),45.55,632.15,No
CUS00359,Male,0,No,No,31,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Credit card (automatic),18.26,566.04,Yes
CUS00360,Male,1,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,One year,No,Electronic check,30.5,576.43,No
CUS00361,Female,0,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,93.65,4861.65,No
CUS00362,Male,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),82.92,5475.5,No
CUS00363,Male,0,No,No,48,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,42.65,2052.13,No
CUS00364,Female,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,110.7,7310.72,No
CUS00365,Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,One year,Yes,Electronic check,101.57,,No
CUS00366,Male,0,Yes,Yes,38,Yes,Yes,DSL,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),44.93,1709.39,No
CUS00367,Female,0,No,No,60,No,No phone service,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,51.01,3058.13,Yes
CUS00368,Female,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.48,1963.58,No
CUS00369,Male,0,Yes,No,68,Yes,No,DSL,No,No,No,One year,Yes,Mailed check,82.26,5589.94,No
CUS00370,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),88.11,74.01,No
CUS00371,Female,0,No,Yes,16,No,No phone service,DSL,No,Yes,Yes,One year,No,Electronic check,57.59,916.15,No
CUS00372,Female,0,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),91.72,2560.83,No
CUS00373,Female,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Electronic check,117.16,352.49,No
CUS00374,Female,0,No,No,72,Yes,Yes,DSL,Yes,No,No,Month-to-month,No,Electronic check,79.19,5703.14,No
CUS00375,Male,1,No,No,63,Yes,Yes,DSL,Yes,No,No,Two year,Yes,Mailed check,82.93,5216.14,No
CUS00376,Female,0,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,55.38,2330.1,No
CUS00377,Female,0,No,Yes,11,Yes,No,Fiber optic,Yes,No,No,Month-to-month,No,Mailed check,19.06,206.62,No
CUS00378,Male,1,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),113.39,5550.76,No
